广东频道,#genre#
珠江,http://ci.emdoor.tech:8080/touchtv.php?pk=2513
珠江,http://jyjxy.7766.org:8811/hls/17/index.m3u8
珠江,http://219.135.208.218:8083/tsfile/live/0017_1.m3u8
珠江,http://120.197.112.28:9901/tsfile/live/1019_1.m3u8
珠江,http://218.17.205.210:9901/tsfile/live/1000_1.m3u8
珠江,http://113.101.9.182:808/hls/55/index.m3u8
珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
珠江,https://skype.serv00.net/itouch.php?id=gdzj
珠江,http://183.238.248.83:9000/udp/239.20.0.64:3144
珠江,http://222.218.158.195:8181/tsfile/live/1000_1.m3u8
珠江,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
珠江,http://61.140.201.112:8028/udp/239.77.0.1:5146
珠江,http://61.144.82.98:808/hls/1/index.m3u8
珠江,http://61.140.201.112:8028/udp/239.77.0.114:5146
珠江,http://58.248.84.148:8888/newlive/live/hls/45/live.m3u8
开平综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2405
开平综合,https://skype.serv00.net/itouch.php?id=kpzh
开平生活,http://ci.emdoor.tech:8080/touchtv.php?pk=2406
开平生活,https://skype.serv00.net/itouch.php?id=kpsh
江门综合,http://www.namewee.xyz/gudou.php?id=jiangmenzongheHD
江门综合,http://yzfvip.top:8000/rtp/239.77.0.201:5146
江门综合,http://125.92.140.226:8888/udp/239.77.0.201:5146
江门综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=3712_1500
江门侨乡生活,http://www.namewee.xyz/gudou.php?id=jiangmenyitao_1500
江门侨乡生活,http://yzfvip.top:8000/rtp/239.77.0.202:5146
江门侨乡生活,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=jiangmenyitao_1500
广东体育,http://gmxw.7766.org:808/hls/2/index.m3u8
广东体育,http://api2.52tb.xyz/info?id=414&token=20230326xflvzc
广东体育,http://219.135.208.218:8083/tsfile/live/1000_1.m3u8
广东体育,http://58.248.84.148:8888/newlive/live/hls/48/live.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://ci.emdoor.tech:8080/touchtv.php?pk=1184
广东体育,https://skype.serv00.net/itouch.php?id=gdty
广东体育,http://jyjxy.7766.org:8811/hls/18/index.m3u8
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东新闻,http://ci.emdoor.tech:8080/touchtv.php?pk=2512
广东新闻,http://58.248.84.148:8888/newlive/live/hls/46/live.m3u8
广东新闻,http://gmxw.7766.org:808/hls/5/index.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东新闻,https://skype.serv00.net/itouch.php?id=gdxw
广东新闻,http://183.238.248.83:9000/udp/239.21.0.93:3712
广东新闻,http://113.86.204.95:9999/udp/239.77.0.173:5146
广东卫视,https://cntv.lat/tv/live.php?auth=231110&id=gdws
广东卫视,http://php.jdshipin.com:8880/bst.php?id=gdwshd/4000000
广东卫视,http://api2.52tb.xyz/info?id=27&token=20230326xflvzc
广东卫视,https://skype.serv00.net/itouch.php?id=gdws
广东卫视,http://113.57.109.36:9901/tsfile/live/0125_1.m3u8
广东卫视,https://epg.pw/stream/88869bbe44812d4aec4de520feed223e11c309bbe9fb7024556de45e3fa92383.m3u8
广东卫视,http://125.210.152.19:9123/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://183.134.3.22:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://222.189.51.62:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://60.208.113.114:8001/newlive/live/hls/30/live.m3u8
广东卫视,http://222.188.68.38:8888/newlive/live/hls/43/live.m3u8
广东卫视,http://58.248.84.148:8888/newlive/live/hls/19/live.m3u8
广东卫视,http://58.220.219.14:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
